,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
9226,J. H. Williams III,has won prize,Inkwell Awards,2012,2012,False,False,False
9227,Fiona Staples,has won prize,Inkwell Awards,2015,2015,False,False,False
9228,Joe Sinnott,has won prize,Inkwell Awards,2008,2008,False,False,False
9229,Wally Wood,has won prize,Inkwell Awards,2011,2011,False,False,False
9230,Murphy Anderson,has won prize,Inkwell Awards,2013,2013,False,False,False
9231,Denis Duboule,has won prize,Grand Prix Charles-Leopold Mayer,2004,2004,False,False,False
9232,Adrian Bird,has won prize,Grand Prix Charles-Leopold Mayer,2008,2008,False,False,False
9233,François Jacob,has won prize,Grand Prix Charles-Leopold Mayer,1962,1962,False,False,False
9234,Denis Duboule,has won prize,Louis-Jeantet Prize for Medicine,1998,1998,False,False,False
9235,Venkatraman Ramakrishnan,has won prize,Louis-Jeantet Prize for Medicine,2007,2007,False,False,False
9236,Hugh Pelham,has won prize,Louis-Jeantet Prize for Medicine,1991,1991,False,False,False
9237,Philip Cohen (British biochemist),has won prize,Louis-Jeantet Prize for Medicine,1997,1997,False,False,False
9238,Roger Revelle,has won prize,Alexander Agassiz Medal,1963,1963,False,False,False
9239,Henry Bryant Bigelow,has won prize,Alexander Agassiz Medal,1931,1931,False,False,False
9240,Walter Munk,has won prize,Alexander Agassiz Medal,1977,1977,False,False,False
9241,Felix Andries Vening Meinesz,has won prize,Alexander Agassiz Medal,1947,1947,False,False,False
9242,Harry A. Marmer,has won prize,Alexander Agassiz Medal,1951,1951,False,False,False
9243,Mike Krzyzewski,has won prize,Atlantic Coast Conference Men's Basketball Coach of the Year,1984,1986,False,False,False
9244,Tony Bennett (basketball),has won prize,Atlantic Coast Conference Men's Basketball Coach of the Year,2014,2015,False,False,False
9245,Cliff Ellis,has won prize,Atlantic Coast Conference Men's Basketball Coach of the Year,1987,1990,False,False,False
9246,Roy Williams (coach),has won prize,Atlantic Coast Conference Men's Basketball Coach of the Year,2006,2011,False,False,False
9247,Amos E. Joel Jr.,has won prize,IEEE Alexander Graham Bell Medal,1976,1976,False,False,False
9248,Charles K. Kao,has won prize,IEEE Alexander Graham Bell Medal,1985,1985,False,False,False
9249,Vincent Poor,has won prize,IEEE Alexander Graham Bell Medal,2017,2017,False,False,False
9250,Werner Zerweck,has won prize,Order of Merit of the Federal Republic of Germany,1953,1953,False,False,False
9251,Konrad Zuse,has won prize,Order of Merit of the Federal Republic of Germany,1972,1972,False,False,False
9252,Werner Krauss,has won prize,Order of Merit of the Federal Republic of Germany,1954,1954,False,False,False
9253,Martin Luther King Jr.,has won prize,Congressional Gold Medal,2004,2004,False,False,False
9254,Norman Borlaug,has won prize,Congressional Gold Medal,2006,2006,False,False,False
9255,Muhammad Yunus,has won prize,Congressional Gold Medal,2010,2010,False,False,False
9256,Koji Nakanishi,has won prize,Person of Cultural Merit,1999,1999,False,False,False
9257,Hideki Shirakawa,has won prize,Person of Cultural Merit,2000,2000,False,False,False
9258,Hiroshi Amano,has won prize,Person of Cultural Merit,2014,2014,False,False,False
9259,Ei-ichi Negishi,has won prize,Person of Cultural Merit,2010,2010,False,False,False
9260,Koji Nakanishi,has won prize,Arthur C. Cope Award,1990,1990,False,False,False
9261,Frank Westheimer,has won prize,Arthur C. Cope Award,1982,1982,False,False,False
9262,John D. Roberts,has won prize,Arthur C. Cope Award,1994,1994,False,False,False
9263,Ryōji Noyori,has won prize,Arthur C. Cope Award,1997,1997,False,False,False
9264,Peter Dervan,has won prize,Arthur C. Cope Award,1993,1993,False,False,False
9265,Ronald Rivlin,has won prize,Theodore von Karman Medal,1993,1993,False,False,False
9266,Yuan-Cheng Fung,has won prize,Theodore von Karman Medal,1976,1976,False,False,False
9267,George F. Carrier,has won prize,Theodore von Karman Medal,1977,1977,False,False,False
9268,Daniel C. Drucker,has won prize,Theodore von Karman Medal,1966,1966,False,False,False
9269,J. Tinsley Oden,has won prize,Theodore von Karman Medal,1992,1992,False,False,False
9270,Rodney Loudon,has won prize,Humboldt Prize,1998,1998,False,False,False
9271,Curtis T. McMullen,has won prize,Humboldt Prize,2011,2011,False,False,False
9272,Muhammad Suhail Zubairy,has won prize,Humboldt Prize,2007,2007,False,False,False
9273,Charles K. Kao,has won prize,IEEE Morris N. Liebmann Memorial Award,1978,1978,False,False,False
9274,J. B. Gunn,has won prize,IEEE Morris N. Liebmann Memorial Award,1969,1969,False,False,False
9275,Frank Conrad,has won prize,IEEE Morris N. Liebmann Memorial Award,1925,1925,False,False,False
9276,Albert W. Hull,has won prize,IEEE Morris N. Liebmann Memorial Award,1930,1930,False,False,False
9277,Charles K. Kao,has won prize,Charles Stark Draper Prize,1999,1999,False,False,False
9278,Isamu Akasaki,has won prize,Charles Stark Draper Prize,2015,2015,False,False,False
9279,Jack Kilby,has won prize,Charles Stark Draper Prize,1989,1989,False,False,False
9280,Frank Whittle,has won prize,Charles Stark Draper Prize,1991,1991,False,False,False
9281,Charles K. Kao,has won prize,SPIE Gold Medal,1992,1992,False,False,False
9282,Charles H. Townes,has won prize,SPIE Gold Medal,2010,2010,False,False,False
9283,Harold Eugene Edgerton,has won prize,SPIE Gold Medal,1981,1981,False,False,False
9284,W. D. Hamilton,has won prize,Sewall Wright Award,1998,1998,False,False,False
9285,John Maynard Smith,has won prize,Sewall Wright Award,1995,1995,False,False,False
9286,Linda Partridge,has won prize,Sewall Wright Award,2002,2002,False,False,False
9287,Joseph Felsenstein,has won prize,Sewall Wright Award,1993,1993,False,False,False
9288,Ilkka Hanski,has won prize,Sewall Wright Award,2001,2001,False,False,False
9289,Gary Barnett,has won prize,Walter Camp Coach of the Year Award,1995,1995,False,False,False
9290,Frank Beamer,has won prize,Walter Camp Coach of the Year Award,1999,1999,False,False,False
9291,Bruce Snyder,has won prize,Walter Camp Coach of the Year Award,1996,1996,False,False,False
9292,Dick MacPherson,has won prize,Walter Camp Coach of the Year Award,1987,1987,False,False,False
9293,John Pont,has won prize,Walter Camp Coach of the Year Award,1967,1967,False,False,False
9294,Lou Holtz,has won prize,Walter Camp Coach of the Year Award,1977,1977,False,False,False
9295,Lloyd Carr,has won prize,Walter Camp Coach of the Year Award,1997,1997,False,False,False
9296,James Franck,has won prize,Iron Cross,1915,1915,False,False,False
9297,Karl August Ferdinand von Borcke,has won prize,Iron Cross,1813,1813,False,False,False
9298,Otto Heinrich Warburg,has won prize,Iron Cross,1918,1918,False,False,False
9299,Eddie Fogler,has won prize,Associated Press College Basketball Coach of the Year,1993,1993,False,False,False
9300,Connie Yori,has won prize,Associated Press College Basketball Coach of the Year,2010,2010,False,False,False
9301,Bruce Weber (basketball),has won prize,Associated Press College Basketball Coach of the Year,2005,2005,False,False,False
9302,Gregg Marshall,has won prize,Associated Press College Basketball Coach of the Year,2014,2014,False,False,False
9303,Phil Martelli,has won prize,Associated Press College Basketball Coach of the Year,2004,2004,False,False,False
9304,Tony Bennett (basketball),has won prize,Associated Press College Basketball Coach of the Year,2007,2007,False,False,False
9305,Eddie Sutton,has won prize,Associated Press College Basketball Coach of the Year,1978,1986,False,False,False
9306,Bill Self,has won prize,Associated Press College Basketball Coach of the Year,2009,2016,False,False,False
9307,Guy Lewis,has won prize,Associated Press College Basketball Coach of the Year,1968,1983,False,False,False
9308,Cliff Ellis,has won prize,Associated Press College Basketball Coach of the Year,1999,1999,False,False,False
9309,Tom Izzo,has won prize,Associated Press College Basketball Coach of the Year,1998,1998,False,False,False
9310,Jim Boeheim,has won prize,Associated Press College Basketball Coach of the Year,2010,2010,False,False,False
9311,Roy Williams (coach),has won prize,Associated Press College Basketball Coach of the Year,1992,2006,False,False,False
9312,Mark Few,has won prize,Associated Press College Basketball Coach of the Year,2017,2017,False,False,False
9313,Keno Davis,has won prize,Associated Press College Basketball Coach of the Year,2008,2008,False,False,False
9314,Eddie Fogler,has won prize,Missouri Valley Conference Men's Basketball Coach of the Year,1987,1987,False,False,False
9315,Bruce Weber (basketball),has won prize,Missouri Valley Conference Men's Basketball Coach of the Year,2003,2003,False,False,False
9316,Gregg Marshall,has won prize,Missouri Valley Conference Men's Basketball Coach of the Year,2012,2014,False,False,False
9317,Dana Altman,has won prize,Missouri Valley Conference Men's Basketball Coach of the Year,2001,2002,False,False,False
9318,Keno Davis,has won prize,Missouri Valley Conference Men's Basketball Coach of the Year,2008,2008,False,False,False
9319,Charles A. Dinarello,has won prize,Ernst Jung Prize,1993,1993,False,False,False
9320,Anthony S. Fauci,has won prize,Ernst Jung Prize,1995,1995,False,False,False
9321,Rolf M. Zinkernagel,has won prize,Ernst Jung Prize,1982,1982,False,False,False
9322,Donald Henderson,has won prize,Ernst Jung Prize,1976,1976,False,False,False
9323,Nenad Ban,has won prize,Ernst Jung Prize,2017,2017,False,False,False
9324,Lennart Carleson,has won prize,Sylvester Medal,2003,2003,False,False,False
9325,John G. Thompson,has won prize,Sylvester Medal,1985,1985,False,False,False
9326,Henri Poincaré,has won prize,Sylvester Medal,1901,1901,False,False,False
9327,Timothy Gowers,has won prize,Sylvester Medal,2016,2016,False,False,False
9328,Geoffrey Hinton,has won prize,BBVA Foundation Frontiers of Knowledge Award,2016,2016,False,False,False
9329,E. O. Wilson,has won prize,BBVA Foundation Frontiers of Knowledge Award,2010,2010,False,False,False
9330,Anthony R. Hunter,has won prize,BBVA Foundation Frontiers of Knowledge Award,2014,2014,False,False,False
9331,Robert Lefkowitz,has won prize,BBVA Foundation Frontiers of Knowledge Award,2009,2009,False,False,False
9332,Peter Zoller,has won prize,BBVA Foundation Frontiers of Knowledge Award,2008,2008,False,False,False
9333,Shinya Yamanaka,has won prize,BBVA Foundation Frontiers of Knowledge Award,2010,2010,False,False,False
9334,Thomas Kailath,has won prize,BBVA Foundation Frontiers of Knowledge Award,2009,2009,False,False,False
9335,Michael Fisher,has won prize,BBVA Foundation Frontiers of Knowledge Award,2009,2009,False,False,False
9336,Jennifer Doudna,has won prize,BBVA Foundation Frontiers of Knowledge Award,2016,2016,False,False,False
9337,Ilkka Hanski,has won prize,BBVA Foundation Frontiers of Knowledge Award,2015,2015,False,False,False
9338,Kathryn Beaumont,has won prize,Disney Legends,1998,1998,False,False,False
9339,Linda Larkin,has won prize,Disney Legends,2011,2011,False,False,False
9340,Adriana Caselotti,has won prize,Disney Legends,1994,1994,False,False,False
9341,Stanton J. Peale,has won prize,Brouwer Award (Division on Dynamical Astronomy),1992,1992,False,False,False
9342,Frank Shu,has won prize,Brouwer Award (Division on Dynamical Astronomy),1996,1996,False,False,False
9343,Donald Lynden-Bell,has won prize,Brouwer Award (Division on Dynamical Astronomy),1991,1991,False,False,False
9344,Simon White,has won prize,Brouwer Award (Division on Dynamical Astronomy),2008,2008,False,False,False
9345,Jacob Bekenstein,has won prize,Einstein Prize (APS),2015,2015,False,False,False
9346,John Archibald Wheeler,has won prize,Einstein Prize (APS),2003,2003,False,False,False
9347,Ronald Drever,has won prize,Einstein Prize (APS),2007,2007,False,False,False
9348,Alfred Romer,has won prize,Daniel Giraud Elliot Medal,1956,1956,False,False,False
9349,Henry Bryant Bigelow,has won prize,Daniel Giraud Elliot Medal,1948,1948,False,False,False
9350,George Gaylord Simpson,has won prize,Daniel Giraud Elliot Medal,1944,1944,False,False,False
9351,G. Evelyn Hutchinson,has won prize,Daniel Giraud Elliot Medal,1984,1984,False,False,False
9352,Robert Broom,has won prize,Daniel Giraud Elliot Medal,1946,1946,False,False,False
9353,Ernst Mayr,has won prize,Daniel Giraud Elliot Medal,1967,1967,False,False,False
9354,Theodosius Dobzhansky,has won prize,Daniel Giraud Elliot Medal,1941,1941,False,False,False
9355,G. Arthur Cooper,has won prize,Daniel Giraud Elliot Medal,1979,1979,False,False,False
9356,Sewall Wright,has won prize,Daniel Giraud Elliot Medal,1945,1945,False,False,False
9357,Arthur Smith Woodward,has won prize,Clarke Medal,1914,1914,False,False,False
9358,Thomas Henry Huxley,has won prize,Clarke Medal,1880,1880,False,False,False
9359,Joseph Dalton Hooker,has won prize,Clarke Medal,1885,1885,False,False,False
9360,Edgeworth David,has won prize,Clarke Medal,1917,1917,False,False,False
9361,Richard Owen,has won prize,Clarke Medal,1878,1878,False,False,False
9362,Walker Lee Cisler,has won prize,Hoover Medal,1962,1962,False,False,False
9363,Dean Kamen,has won prize,Hoover Medal,1995,1995,False,False,False
9364,Charles F. Kettering,has won prize,Hoover Medal,1955,1955,False,False,False
9365,Vannevar Bush,has won prize,Hoover Medal,1946,1946,False,False,False
9366,Arnold Orville Beckman,has won prize,Hoover Medal,1981,1981,False,False,False
9367,Harold B. Hartley,has won prize,Hoover Medal,1968,1968,False,False,False
9368,Kay Ryan,has won prize,Pulitzer Prize for Poetry,2011,2011,False,False,False
9369,Sylvia Plath,has won prize,Pulitzer Prize for Poetry,1982,1982,False,False,False
9370,Stephen Vincent Benét,has won prize,Pulitzer Prize for Poetry,1929,1929,False,False,False
9371,Georg Wittig,has won prize,Paul Karrer Gold Medal,1972,1972,False,False,False
9372,Vladimir Prelog,has won prize,Paul Karrer Gold Medal,1974,1974,False,False,False
9373,Ahmed Zewail,has won prize,Paul Karrer Gold Medal,1998,1998,False,False,False
9374,Alexander R. Todd,has won prize,Paul Karrer Gold Medal,1963,1963,False,False,False
9375,Severo Ochoa,has won prize,Paul Karrer Gold Medal,1963,1963,False,False,False
9376,Adam Riess,has won prize,Helen B. Warner Prize for Astronomy,2002,2002,False,False,False
9377,Allan Sandage,has won prize,Helen B. Warner Prize for Astronomy,1957,1957,False,False,False
9378,Jeremiah P. Ostriker,has won prize,Helen B. Warner Prize for Astronomy,1972,1972,False,False,False
9379,Frank Shu,has won prize,Helen B. Warner Prize for Astronomy,1977,1977,False,False,False
9380,Margaret Burbidge,has won prize,Helen B. Warner Prize for Astronomy,1959,1959,False,False,False
9381,Adam Riess,has won prize,Albert Einstein Medal,2011,2011,False,False,False
9382,John Archibald Wheeler,has won prize,Albert Einstein Medal,1988,1988,False,False,False
9383,Tom Kibble,has won prize,Albert Einstein Medal,2014,2014,False,False,False
9384,Chen-Ning Yang,has won prize,Albert Einstein Medal,1995,1995,False,False,False
9385,Roy Kerr,has won prize,Albert Einstein Medal,2013,2013,False,False,False
9386,Stephen Jay Gould,has won prize,Charles Schuchert Award,1975,1975,False,False,False
9387,Charles R. Marshall,has won prize,Charles Schuchert Award,1999,1999,False,False,False
9388,Philip Donoghue,has won prize,Charles Schuchert Award,2010,2010,False,False,False
9389,Simon Conway Morris,has won prize,Charles Schuchert Award,1989,1989,False,False,False
9390,Michael Atiyah,has won prize,Berwick Prize,1961,1961,False,False,False
9391,John Horton Conway,has won prize,Berwick Prize,1971,1971,False,False,False
9392,Marcus du Sautoy,has won prize,Berwick Prize,2001,2001,False,False,False
9393,John Kingman,has won prize,Berwick Prize,1967,1967,False,False,False
9394,Tom Bridgeland,has won prize,Berwick Prize,2003,2003,False,False,False
9395,Alex Gordon,has won prize,Golden Spikes Award,2005,2005,False,False,False
9396,Jason Varitek,has won prize,Golden Spikes Award,1994,1994,False,False,False
9397,Kris Bryant,has won prize,Golden Spikes Award,2013,2013,False,False,False
9398,Alex Gordon,has won prize,Dick Howser Trophy,2005,2005,False,False,False
9399,Jason Varitek,has won prize,Dick Howser Trophy,1994,1994,False,False,False
9400,Kris Bryant,has won prize,Dick Howser Trophy,2013,2013,False,False,False
9401,Francis Galton,has won prize,Darwin–Wallace Medal,1908,1908,False,False,False
9402,Joseph Dalton Hooker,has won prize,Darwin–Wallace Medal,1908,1908,False,False,False
9403,Joseph Felsenstein,has won prize,Darwin–Wallace Medal,2008,2008,False,False,False
9404,Itzhak Perlman,has won prize,Kennedy Center Honors,2003,2003,False,False,False
9405,Myrna Loy,has won prize,Kennedy Center Honors,1988,1988,False,False,False
9406,Martha Graham,has won prize,Kennedy Center Honors,1979,1979,False,False,False
9407,Walter Eric Spear,has won prize,Max Born Prize,1977,1977,False,False,False
9408,Andrew Keller,has won prize,Max Born Prize,1983,1983,False,False,False
9409,Cyril Hilsum,has won prize,Max Born Prize,1987,1987,False,False,False
9410,Roger Cowley,has won prize,Max Born Prize,1973,1973,False,False,False
9411,Simon White,has won prize,Max Born Prize,2010,2010,False,False,False
9412,Walter Eric Spear,has won prize,Bakerian Lecture,1988,1988,False,False,False
9413,Carlo Rubbia,has won prize,Bakerian Lecture,1985,1985,False,False,False
9414,Steven V. Ley,has won prize,Bakerian Lecture,1997,1997,False,False,False
9415,Richard Ellis (astronomer),has won prize,Bakerian Lecture,1998,1998,False,False,False
9416,John Meurig Thomas,has won prize,Bakerian Lecture,1990,1990,False,False,False
9417,Francis Birch (geophysicist),has won prize,Vetlesen Prize,1968,1968,False,False,False
9418,Walter Munk,has won prize,Vetlesen Prize,1993,1993,False,False,False
9419,Felix Andries Vening Meinesz,has won prize,Vetlesen Prize,1962,1962,False,False,False
9420,W. Jason Morgan,has won prize,Vetlesen Prize,2000,2000,False,False,False
9421,William Alfred Fowler,has won prize,Vetlesen Prize,1973,1973,False,False,False
9422,Arthur Holmes,has won prize,Vetlesen Prize,1964,1964,False,False,False
9423,Harold Jeffreys,has won prize,Vetlesen Prize,1962,1962,False,False,False
9424,Robert Stephen John Sparks,has won prize,Vetlesen Prize,2015,2015,False,False,False
9425,Nicholas Shackleton,has won prize,Vetlesen Prize,2004,2004,False,False,False
9426,Keith Runcorn,has won prize,Vetlesen Prize,1970,1970,False,False,False
9427,Tim Berners-Lee,has won prize,Fellow of the Royal Academy of Engineering,2001,2001,False,False,False
9428,Pratibha Gai,has won prize,Fellow of the Royal Academy of Engineering,2014,2014,False,False,False
9429,Jason Reese,has won prize,Fellow of the Royal Academy of Engineering,2011,2011,False,False,False
9430,George Stevens,has won prize,Academy Honorary Award,1954,1954,False,False,False
9431,Charles Boyer,has won prize,Academy Honorary Award,1943,1943,False,False,False
9432,James Stewart,has won prize,Academy Honorary Award,1985,1985,False,False,False
9433,Paul Doughty Bartlett,has won prize,ACS Award in Pure Chemistry,1938,1938,False,False,False
9434,John D. Roberts,has won prize,ACS Award in Pure Chemistry,1954,1954,False,False,False
9435,Edgar Bright Wilson,has won prize,ACS Award in Pure Chemistry,1937,1937,False,False,False
9436,Harry B. Gray,has won prize,ACS Award in Pure Chemistry,1970,1970,False,False,False
9437,Karl August Folkers,has won prize,ACS Award in Pure Chemistry,1941,1941,False,False,False
9438,Richard Friend,has won prize,Millennium Technology Prize,2010,2010,False,False,False
9439,Shinya Yamanaka,has won prize,Millennium Technology Prize,2012,2012,False,False,False
9440,Michael Grätzel,has won prize,Millennium Technology Prize,2010,2010,False,False,False
9441,Shuji Nakamura,has won prize,Millennium Technology Prize,2006,2006,False,False,False
9442,Heera Pathak,has won prize,Narmad Suvarna Chandrak,1968,1972,False,False,False
9443,Ushnas,has won prize,Narmad Suvarna Chandrak,1963,1963,False,False,False
9444,Harivallabh Bhayani,has won prize,Narmad Suvarna Chandrak,1985,1985,False,False,False
9445,Chandrakant Sheth,has won prize,Narmad Suvarna Chandrak,1964,1964,False,False,False
9446,Umashankar Joshi,has won prize,Narmad Suvarna Chandrak,1943,1943,False,False,False
9447,Heera Pathak,has won prize,Ranjitram Suvarna Chandrak,1974,1974,False,False,False
9448,Ushnas,has won prize,Ranjitram Suvarna Chandrak,1972,1972,False,False,False
9449,Ramesh Parekh,has won prize,Ranjitram Suvarna Chandrak,1986,1986,False,False,False
9450,Harivallabh Bhayani,has won prize,Ranjitram Suvarna Chandrak,1963,1963,False,False,False
9451,Suresh Joshi,has won prize,Ranjitram Suvarna Chandrak,1971,1971,False,False,False
9452,Chandrakant Sheth,has won prize,Ranjitram Suvarna Chandrak,1985,1985,False,False,False
9453,Radheshyam Sharma,has won prize,Ranjitram Suvarna Chandrak,2004,2004,False,False,False
9454,Kumarpal Desai,has won prize,Ranjitram Suvarna Chandrak,2015,2015,False,False,False
9455,Umashankar Joshi,has won prize,Ranjitram Suvarna Chandrak,1939,1939,False,False,False
9456,Pannalal Patel,has won prize,Ranjitram Suvarna Chandrak,1950,1950,False,False,False
9457,Raghuveer Chaudhari,has won prize,Ranjitram Suvarna Chandrak,1975,1975,False,False,False
9458,Krishnalal Shridharani,has won prize,Ranjitram Suvarna Chandrak,1958,1958,False,False,False
9459,Bhagwatikumar Sharma,has won prize,Ranjitram Suvarna Chandrak,1984,1984,False,False,False
9460,Rajendra Shukla,has won prize,Ranjitram Suvarna Chandrak,2006,2006,False,False,False
9461,Heera Pathak,has won prize,Uma-Snehrashmi Prize,1970,1971,False,False,False
9462,Ramesh Parekh,has won prize,Uma-Snehrashmi Prize,1978,1978,False,False,False
9463,Chandrakant Sheth,has won prize,Uma-Snehrashmi Prize,1984,1985,False,False,False
9464,Mohan Parmar,has won prize,Uma-Snehrashmi Prize,2000,2001,False,False,False
9465,Umashankar Joshi,has won prize,Uma-Snehrashmi Prize,1963,1963,False,False,False
9466,Helen Hobbs,has won prize,Heinrich Wieland Prize,2005,2005,False,False,False
9467,Joseph L. Goldstein,has won prize,Heinrich Wieland Prize,1974,1974,False,False,False
9468,James Rothman,has won prize,Heinrich Wieland Prize,1990,1990,False,False,False
9469,Nenad Ban,has won prize,Heinrich Wieland Prize,2010,2010,False,False,False
9470,Shosaku Numa,has won prize,Heinrich Wieland Prize,1973,1973,False,False,False
9471,Akira Endo (biochemist),has won prize,Heinrich Wieland Prize,1987,1987,False,False,False
9472,Alfred L. Kroeber,has won prize,Viking Fund Medal,1946,1946,False,False,False
9473,George J. Armelagos,has won prize,Viking Fund Medal,2005,2005,False,False,False
9474,Alfred V. Kidder,has won prize,Viking Fund Medal,1946,1946,False,False,False
9475,Bertrand Halperin,has won prize,Lars Onsager Prize,2001,2001,False,False,False
9476,Alexander Markovich Polyakov,has won prize,Lars Onsager Prize,2011,2011,False,False,False
9477,Michael Fisher,has won prize,Lars Onsager Prize,1995,1995,False,False,False
9478,Chen-Ning Yang,has won prize,Lars Onsager Prize,1999,1999,False,False,False
9479,Keith Moffatt,has won prize,Smith's Prize,1960,1960,False,False,False
9480,James Clerk Maxwell,has won prize,Smith's Prize,1854,1854,False,False,False
9481,Brian D. Ripley,has won prize,Smith's Prize,1975,1975,False,False,False
9482,Joseph Larmor,has won prize,Smith's Prize,1880,1880,False,False,False
9483,Michael S. Longuet-Higgins,has won prize,Smith's Prize,1950,1950,False,False,False
9484,Sydney Chapman (mathematician),has won prize,Smith's Prize,1913,1913,False,False,False
9485,Arthur Eddington,has won prize,Smith's Prize,1907,1907,False,False,False
9486,Bob Stoops,has won prize,Associated Press College Football Coach of the Year Award,2000,2000,False,False,False
9487,Frank Beamer,has won prize,Associated Press College Football Coach of the Year Award,1999,1999,False,False,False
9488,Bill Snyder,has won prize,Associated Press College Football Coach of the Year Award,1998,1998,False,False,False
9489,Gary Patterson,has won prize,Associated Press College Football Coach of the Year Award,2009,2014,False,False,False
9490,Les Miles,has won prize,Associated Press College Football Coach of the Year Award,2011,2011,False,False,False
9491,Jim Grobe,has won prize,Associated Press College Football Coach of the Year Award,2006,2006,False,False,False
9492,Frederick Reines,has won prize,Bruno Rossi Prize,1989,1989,False,False,False
9493,Jan van Paradijs,has won prize,Bruno Rossi Prize,1998,1998,False,False,False
9494,Takaaki Kajita,has won prize,Bruno Rossi Prize,1989,1989,False,False,False
9495,Bohdan Paczyński,has won prize,Bruno Rossi Prize,2000,2000,False,False,False
9496,Frederick Reines,has won prize,Panofsky Prize,1992,1992,False,False,False
9497,Kam-Biu Luk,has won prize,Panofsky Prize,2014,2014,False,False,False
9498,Takaaki Kajita,has won prize,Panofsky Prize,2002,2002,False,False,False
9499,Sunil Gangopadhyay,has won prize,Sahitya Akademi Award,1985,1985,False,False,False
9500,Ushnas,has won prize,Sahitya Akademi Award,1976,1976,False,False,False
9501,Suman Shah,has won prize,Sahitya Akademi Award,2008,2008,False,False,False
9502,Ramesh Parekh,has won prize,Sahitya Akademi Award,1994,1994,False,False,False
9503,Harivallabh Bhayani,has won prize,Sahitya Akademi Award,1981,1981,False,False,False
9504,Suresh Joshi,has won prize,Sahitya Akademi Award,1983,1983,False,False,False
9505,Bindu Bhatt,has won prize,Sahitya Akademi Award,2003,2003,False,False,False
9506,Chandrakant Sheth,has won prize,Sahitya Akademi Award,1986,1986,False,False,False
9507,Raja Rao,has won prize,Sahitya Akademi Award,1964,1964,False,False,False
9508,Mohan Parmar,has won prize,Sahitya Akademi Award,2011,2011,False,False,False
9509,Raghuveer Chaudhari,has won prize,Sahitya Akademi Award,1977,1977,False,False,False
9510,Bhagwatikumar Sharma,has won prize,Sahitya Akademi Award,1988,1988,False,False,False
9511,Rajendra Shukla,has won prize,Sahitya Akademi Award,2007,2007,False,False,False
9512,Kamleshwar,has won prize,Sahitya Akademi Award,2003,2003,False,False,False
9513,Ramdhari Singh Dinkar,has won prize,Sahitya Akademi Award,1959,1959,False,False,False
9514,Peter Medawar,has won prize,Michael Faraday Prize,1987,1987,False,False,False
9515,Marcus du Sautoy,has won prize,Michael Faraday Prize,2009,2009,False,False,False
9516,Richard Dawkins,has won prize,Michael Faraday Prize,1990,1990,False,False,False
9517,George Porter,has won prize,Michael Faraday Prize,1991,1991,False,False,False
9518,Harry Kroto,has won prize,Michael Faraday Prize,2001,2001,False,False,False
9519,Richard Fortey,has won prize,Michael Faraday Prize,2006,2006,False,False,False
9520,Yuan-Cheng Fung,has won prize,Otto Laporte Award,1977,1977,False,False,False
9521,Chia-Chiao Lin,has won prize,Otto Laporte Award,1973,1973,False,False,False
9522,George F. Carrier,has won prize,Otto Laporte Award,1976,1976,False,False,False
9523,Karl von Vincent,has won prize,Order of Saint Stephen of Hungary,1825,1825,False,False,False
9524,Ignác Gyulay,has won prize,Order of Saint Stephen of Hungary,1830,1830,False,False,False
9525,Duke Ferdinand Frederick Augustus of Württemberg,has won prize,Order of Saint Stephen of Hungary,1831,1831,False,False,False
9526,Karl von Vincent,has won prize,Military Order of Maria Theresa,1790,1806,False,False,False
9527,Ignác Gyulay,has won prize,Military Order of Maria Theresa,1794,1794,False,False,False
9528,Duke Ferdinand Frederick Augustus of Württemberg,has won prize,Military Order of Maria Theresa,1793,1794,False,False,False
9529,Karl von Vincent,has won prize,Order of Leopold (Austria),1809,1815,False,False,False
9530,Ignác Gyulay,has won prize,Order of Leopold (Austria),1813,1813,False,False,False
9531,Duke Ferdinand Frederick Augustus of Württemberg,has won prize,Order of Leopold (Austria),1809,1809,False,False,False
9532,Otto Hittmair,has won prize,Decoration of Honour for Services to the Republic of Austria,1980,1980,False,False,False
9533,Atta-ur-Rahman (chemist),has won prize,Decoration of Honour for Services to the Republic of Austria,2007,2007,False,False,False
9534,Werner Krauss,has won prize,Decoration of Honour for Services to the Republic of Austria,1955,1955,False,False,False
9535,George Ellery Hale,has won prize,Janssen Medal (French Academy of Sciences),1894,1894,False,False,False
9536,Samuel Pierpont Langley,has won prize,Janssen Medal (French Academy of Sciences),1893,1893,False,False,False
9537,Henry Norris Russell,has won prize,Janssen Medal (French Academy of Sciences),1936,1936,False,False,False
9538,Ada Yonath,has won prize,Wolf Prize in Chemistry,2006,2006,False,False,False
9539,Ryōji Noyori,has won prize,Wolf Prize in Chemistry,2001,2001,False,False,False
9540,Harry B. Gray,has won prize,Wolf Prize in Chemistry,2004,2004,False,False,False
9541,John S. Waugh,has won prize,Wolf Prize in Chemistry,1983,1983,False,False,False
9542,Henry Eyring (chemist),has won prize,Wolf Prize in Chemistry,1980,1980,False,False,False
9543,William E. Moerner,has won prize,Wolf Prize in Chemistry,2008,2008,False,False,False
9544,Bruce Weber (basketball),has won prize,Adolph Rupp Cup,2005,2005,False,False,False
9545,Gregg Marshall,has won prize,Adolph Rupp Cup,2014,2014,False,False,False
9546,Phil Martelli,has won prize,Adolph Rupp Cup,2004,2004,False,False,False
